hotel_name,score,n_reviews,total_price,category,city_center_dist,neighborhood,free_cancellation,price_per_night
Hotel Bella Venezia,8.2,953,1714,Hotel,0.3,San Marco,True,244.85714285714286
Venice Dream House,9.2,362,1367,Apartment,0.3,San Marco,True,195.28571428571428
Royal GH New Property 2021,7.2,287,599,Hotel,1.9,Cannaregio,True,85.57142857142857
Baglioni Hotel Luna - The Leading Hotels of the World,9.2,1072,4679,Hotel,0.1,San Marco,True,668.4285714285714
Ruzzini Palace Hotel,9.3,789,1860,Hotel,0.5,Castello,True,265.7142857142857
B&B Bloom Settimo Cielo,9.2,438,1585,Bed&Breakfast,0.6,San Marco,True,226.42857142857142
Locanda Poste Vecie,8.1,437,1122,Hotel,0.8,San Polo,True,160.28571428571428
Biennale Apartments Venice,9.6,14,966,Apartment,1.6,Castello,True,138.0
Good Wine Apartments,9.1,156,1226,Apartment,1.2,Cannaregio,True,175.14285714285714
Locanda Vivaldi,8.6,307,1653,Hotel,0.5,Castello,True,236.14285714285714
Yacht Sarah Venezia,8.1,418,763,Other,1.7,Giudecca,True,109.0
Casa Pisani Canal,7.8,295,972,Hotel,0.6,Cannaregio,True,138.85714285714286
City Apartments Rialto,8.1,216,1079,Apartment,0.4,San Marco,True,154.14285714285714
Palazzo Veneziano - Venice Collection,9.3,3106,1754,Hotel,1.3,Dorsoduro,True,250.57142857142858
Venice Maggior Consiglio,8.9,1162,1591,Hotel,1.6,Cannaregio,True,227.28571428571428
Hotel Concordia,8.6,1316,1433,Hotel,0.2,San Marco,True,204.71428571428572
Palazzo Soderini,9.1,141,2702,Apartment,0.6,Castello,True,386.0
City Apartments Rialto Market,8.3,206,1180,Apartment,0.7,San Polo,True,168.57142857142858
San Zuan - Rialto cozy room,0.0,0,849,Hotel,0.4,San Marco,True,121.28571428571429
Suites Torre Dell'Orologio,7.8,71,1420,Hotel,0.1,San Marco,True,202.85714285714286
Basic ground floor apartment in Cannaregio,0.0,0,583,Apartment,1.9,Cannaregio,True,83.28571428571429
Angeles Inn,9.3,172,919,Hotel,1.2,Cannaregio,True,131.28571428571428
Le case di Rachele - Ca' Lorenzo e Ca' Raquel,9.5,8,883,Apartment,0.5,Castello,True,126.14285714285714
Peggy Suite,9.5,18,985,Apartment,0.9,Dorsoduro,True,140.71428571428572
Veneziacentopercento Zoto Apartment,0.0,0,696,Apartment,1.5,Castello,True,99.42857142857143
Residence Ca' Foscolo,9.4,297,1572,Apartment,0.4,Castello,True,224.57142857142858
Cà Mercante di Spezie,9.6,5,687,Apartment,0.8,Castello,True,98.14285714285714
BRAGORA 3524 BETWEEN SAN MARCO AND BIENNALE,8.8,16,1053,Apartment,0.7,Castello,True,150.42857142857142
Ca' della Scimmia-The Welcomist in Venice,9.4,573,1526,Apartment,0.7,San Polo,True,218.0
Palazzo La Scala,7.6,661,1162,Hotel,0.3,San Marco,True,166.0
Architectural apartment nearby Rialto,8.0,4,940,Apartment,1.1,Cannaregio,True,134.28571428571428
Ca' Antica Cristalleria,0.0,0,855,Apartment,2.9,Not specified,True,122.14285714285714
At Home a Palazzo,8.6,23,1088,Hotel,1.0,Cannaregio,True,155.42857142857142
Venezia Boat & Breakfast Caicco Freedom,7.9,488,925,Other,1.4,Giudecca,True,132.14285714285714
Rousseau's Apartment,8.6,34,732,Hotel,1.9,Cannaregio,True,104.57142857142857
Rosso Charm B&B,9.1,330,1092,Bed&Breakfast,1.5,Cannaregio,True,156.0
Veneziacentopercento Ruga Apartment,0.0,0,739,Apartment,1.5,Castello,True,105.57142857142857
Casa Mimma,7.8,62,742,Hotel,1.3,Santa Croce,True,106.0
Ca di Leo. dimora veneziana,8.9,30,1078,Apartment,0.4,Castello,True,154.0
Guesthouse Ca' San Marcuola 2,8.3,12,868,Hotel,1.3,Cannaregio,True,124.0
Hotel Palazzo Abadessa,9.3,312,2134,Hotel,0.9,Cannaregio,True,304.85714285714283
Hotel Danieli. a Luxury Collection Hotel. Venice,8.9,1142,3310,Hotel,0.3,Castello,True,472.85714285714283
JW Marriott Venice Resort & Spa,8.7,365,2758,Hotel,3.3,Not specified,True,394.0
Albergo al Tiepolo,8.4,673,1009,Hotel,0.3,Castello,True,144.14285714285714
Ca' La Riva,8.1,259,925,Hotel,0.3,Castello,True,132.14285714285714
San Polo Star,9.0,787,778,Hotel,1.2,San Polo,True,111.14285714285714
Pesaro Palace,8.6,1386,1433,Hotel,0.8,Cannaregio,True,204.71428571428572
Hotel Paganelli,8.4,1086,1507,Hotel,0.4,Castello,True,215.28571428571428
Hotel Cannaregio 2357,8.6,1253,844,Hotel,1.3,Cannaregio,True,120.57142857142857
Hotel Bisanzio,8.7,1686,1093,Hotel,0.5,Castello,True,156.14285714285714
Cipriani. A Belmond Hotel. Venice,9.5,192,8430,Hotel,0.7,Giudecca,True,1204.2857142857142
Ad Lofts,8.8,183,1266,Apartment,0.4,San Marco,True,180.85714285714286
Priuli 20,8.8,11,1048,Apartment,1.8,Cannaregio,True,149.71428571428572
Veneziacentopercento Picenin Apartment,0.0,0,627,Apartment,1.2,Castello,True,89.57142857142857
BIENNALE EASY aircond. 2pax wifi.courtyard,8.6,4,1032,Apartment,1.5,Castello,True,147.42857142857142
Elegante con una camera da letto vicinissimo a Via Garibaldi,0.0,0,853,Apartment,1.4,Not specified,True,121.85714285714286
Ca' Angiolo ai Frari,8.4,5,651,Apartment,1.0,San Polo,True,93.0
Castello Cozy Apart x4 - Calle Crosera,0.0,0,887,Apartment,0.7,Castello,True,126.71428571428571
B&b Vista sul Canal Grande,9.5,235,1818,Bed&Breakfast,1.3,Santa Croce,True,259.7142857142857
Corderie de la Tana Biennale Exhibition @Arsenale,8.1,13,889,Apartment,1.3,Castello,True,127.0
Apartment N 396,7.2,6,816,Apartment,1.1,Castello,True,116.57142857142857
DolceVita N 146,8.5,24,800,Apartment,0.8,San Marco,True,114.28571428571429
Grand Canal Apartments,6.0,5,798,Apartment,1.4,Cannaregio,True,114.0
San Barnaba Artist's district house,9.3,37,730,Holiday Home,1.1,Dorsoduro,True,104.28571428571429
Casa Torretta,9.2,49,886,Apartment,0.1,San Marco,True,126.57142857142857
Ca' Etta,9.1,45,1265,Apartment,1.3,San Polo,True,180.71428571428572
Residence SS Giovanni e Paolo,7.6,91,770,Apartment,0.8,Cannaregio,True,110.0
Palazzo Venere Apartments,8.9,39,1779,Apartment,1.2,San Polo,True,254.14285714285714
DolceVita N 394,8.8,17,866,Apartment,0.9,Castello,True,123.71428571428571
DolceVita N 117,8.1,13,699,Apartment,0.7,San Marco,True,99.85714285714286
Cosy and comfortable Loft at Castello,8.5,30,1058,Apartment,1.3,Castello,True,151.14285714285714
Palazzo Paruta,8.9,405,1552,Apartment,0.6,San Marco,True,221.71428571428572
Dimora Al Doge Beato vista canale,8.9,270,1319,Hotel,1.1,Santa Croce,True,188.42857142857142
Venezia Residence,7.5,409,821,Apartment,1.3,Santa Croce,True,117.28571428571429
Hotel Liassidi Palace,8.6,643,1441,Hotel,0.5,Castello,True,205.85714285714286
Muneghe- San Marco luxury apartments,9.3,133,1306,Apartment,0.6,San Marco,True,186.57142857142858
Hotel Ariel Silva,7.3,663,536,Hotel,1.4,Cannaregio,True,76.57142857142857
Ca' Dorè,9.0,80,1176,Apartment,1.0,Cannaregio,True,168.0
Hotel Papadopoli Venezia - MGallery Collection,9.0,340,1693,Hotel,1.4,Santa Croce,True,241.85714285714286
Veneziacentopercento Apartments & Rooms,8.2,333,763,Apartment,1.2,Castello,True,109.0
Grimaldi Apartments Cannaregio,8.6,584,964,Apartment,0.6,Cannaregio,True,137.71428571428572
Ca Savelli,9.6,26,1064,Apartment,1.0,Dorsoduro,True,152.0
Hotel Londra Palace,9.3,608,4175,Hotel,0.4,Castello,True,596.4285714285714
Sina Palazzo Sant'Angelo,9.2,298,2429,Hotel,0.7,San Marco,True,347.0
Casa Martini,8.4,704,993,Hotel,1.4,Cannaregio,True,141.85714285714286
The St Regis Venice,9.3,215,5432,Hotel,0.3,San Marco,True,776.0
Tintoretto,8.0,350,898,Hotel,1.1,Cannaregio,True,128.28571428571428
City Apartments Biennale,8.1,41,847,Apartment,0.9,Castello,True,121.0
Appartamenti Paradiso,8.8,40,901,Apartment,1.3,Cannaregio,True,128.71428571428572
Excess Venice Boutique Hotel & Private Spa,9.4,251,2081,Hotel,1.4,Dorsoduro,True,297.2857142857143
NH Collection Grand Hotel Palazzo Dei Dogi,8.5,356,2211,Hotel,1.5,Cannaregio,True,315.85714285714283
Hotel Bucintoro,9.2,926,2043,Hotel,0.9,Castello,True,291.85714285714283
Ca' Badoer dei Barbacani,9.0,13,880,Apartment,1.0,San Polo,True,125.71428571428571
Bauer Palazzo,8.9,1807,3410,Hotel,0.2,San Marco,True,487.14285714285717
Hotel Rossi,7.9,942,470,Hotel,1.5,Cannaregio,True,67.14285714285714
Albergo Cavalletto & Doge Orseolo,8.0,1135,1391,Hotel,0.1,San Marco,True,198.71428571428572
Hotel Antico Capon,7.5,399,854,Hotel,1.1,Dorsoduro,True,122.0
Hotel Ca' dei Conti,8.0,1349,1333,Hotel,0.3,Castello,True,190.42857142857142
Hotel Firenze,9.2,841,1575,Hotel,0.2,San Marco,True,225.0
B&B Best Holidays Venice,8.2,680,695,Bed&Breakfast,0.8,San Polo,True,99.28571428571429
Locanda Gaffaro,8.6,336,734,Hotel,1.3,Dorsoduro,True,104.85714285714286
Hotel American-Dinesen,9.0,629,1466,Hotel,0.8,Dorsoduro,True,209.42857142857142
Hotel Carlton On The Grand Canal,8.1,1589,1382,Hotel,1.5,Santa Croce,True,197.42857142857142
Albergo Marin,8.7,1689,1004,Hotel,1.4,Santa Croce,True,143.42857142857142
