hotel_name,score,n_reviews,total_price,category,city_center_dist,neighborhood,free_cancellation,price_per_night
Hotel Giacosa,8.3,1013,122,Hotel,4.0,Viale Monza,False,122.0
Dreams Hotel Residenza Gambara,8.0,1729,100,Apartment,3.5,San Siro,False,100.0
Hotel Lido,8.4,644,130,Hotel,4.0,Fiera Milano City,True,130.0
Hotel Midtown Milano,7.3,908,131,Hotel,2.4,Porta Vittoria,False,131.0
Living Suites,8.4,83,141,Hotel,1.8,Sempione,False,141.0
Starhotels Anderson,8.8,1852,198,Hotel,2.7,Stazione Centrale,False,198.0
Residenza Fiori Oscuri,8.0,267,179,Apartment,0.9,Milano Centro,False,179.0
The Hub Hotel,7.3,891,169,Hotel,7.7,Not specified,True,169.0
NH Collection Porta Nuova,8.7,771,275,Hotel,1.9,Stazione Garibaldi,False,275.0
Keb Hotel,7.5,758,137,Hotel,2.4,Stazione Centrale,False,137.0
Central Hostel Milano,7.1,771,72,Hotel,3.1,Stazione Centrale,True,72.0
Residenza delle Città,9.4,669,207,Apartment,3.1,Stazione Centrale,False,207.0
NH Milano Machiavelli,8.5,755,191,Hotel,1.8,Stazione Centrale,False,191.0
Starhotels Ritz,8.5,3115,231,Hotel,2.2,Stazione Centrale,False,231.0
Guest House Minas,7.6,575,101,Hotel,1.7,Porta Vittoria,False,101.0
Queen Hostel,8.2,1376,93,Hotel,1.4,Milano Centro,False,93.0
Hotel Piacenza,8.1,636,175,Hotel,2.1,Porta Romana,False,175.0
Windsor Hotel Milano,8.4,1742,235,Hotel,1.8,Stazione Centrale,True,235.0
Clerici Boutique Hotel,8.9,506,306,Hotel,0.3,Milano Centro,True,306.0
Dreams Hotel Residenza Pianell 10,8.3,1031,95,Apartment,4.9,Bicocca - Zara,False,95.0
Antica Locanda Leonardo,8.6,846,248,Hotel,1.5,Milano Centro,False,248.0
Genius Hotel Downtown,8.4,1552,202,Hotel,0.6,Milano Centro,True,202.0
INNSiDE by Melia Milano Torre GalFa,9.0,498,255,Hotel,2.5,Stazione Centrale,True,255.0
Hotel di Porta Romana,7.6,59,171,Hotel,2.1,Porta Romana,True,171.0
BB Hotels Aparthotel Bicocca,8.9,1346,95,Apartment,4.1,Bicocca - Zara,True,95.0
Hotel Bagliori,8.2,624,153,Hotel,2.3,Stazione Centrale,True,153.0
Club Hotel,7.4,1206,102,Hotel,3.0,Stazione Centrale,False,102.0
Sheraton Diana Majestic,7.8,209,279,Hotel,1.8,Milano Centro,True,279.0
Star Hostel San Siro Fiera,7.0,1017,45,Hotel,6.6,San Siro,False,45.0
Hotel Roxy,8.1,1596,184,Hotel,1.7,Milano Centro,True,184.0
Residence 2Gi,8.5,256,96,Apartment,4.8,Certosa,False,96.0
Enterprise Hotel Design & Boutique,8.6,2087,143,Hotel,3.5,Fiera Milano City,True,143.0
